FINESS_Etab;Nom_court;Code_postal;Commune;Public_ou_prive;Lat;Long
650001472;HJ ADULT MARBORE SEMEAC;65600;SEMEAC;Public;43.227467;0.102485
650001480;HJ CMP CATTG ADULT ERASME LANNEMEZAN;65300;LANNEMEZAN;Public;43.127278;0.385590
650003049;CENTRE ADO FERME THERAPEUT LANNEMEZAN;65300;LANNEMEZAN;Public;43.119021;0.412116
650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;65201;BAGNERES DE BIGORRE;Public;42.999349;0.128609
650006034;MDA 65;65000;TARBES;Public;43.232647;0.073148
650006042;CMP ADULT TASSIGNY TARBES;65000;TARBES;Public;43.227541;0.056524
650006638;SSR SITE LABASTIDE CH TARBES LOURDES;65107;LOURDES;Public;43.104850;-0.046262
650007826;SOINS A DOM LANNEMEZAN;65308;LANNEMEZAN;Public;43.124965;0.392453
650780141;CH TARBES LOURDES SITE AYGUEROTE;65000;TARBES;Public;43.234531;0.067351
650780182;CH TARBES LOURDES FOURCADE SITE VIC;65503;VIC EN BIGORRE;Public;43.385428;0.052102
650784218;CMC HOPITAUX DE LANNEMEZAN;65300;LANNEMEZAN;Public;43.119021;0.412116
650784234;HJ ADULT ORCHIDEE TARBES;65000;TARBES;Public;43.232458;0.057707
650785710;CH TARBES LOURDES LES ACACIAS SITE VIC;65500;VIC EN BIGORRE;Public;43.382545;0.045345
650785983;CTRE PLANIF FAM CH TARBES LOURDES;65000;TARBES;Public;43.234531;0.067351
650786759;CTRE PLANIF FAM CH BAGNERES DE BIGORRE;65200;BAGNERES DE BIGORRE;Public;43.066779;0.146470
650788409;HJ CMP CATTG ADULT SWEET HOME LOURDES;65100;LOURDES;Public;43.101372;-0.055733
650788417;HJ PIJ LUCIOLES HOP LANNEMEZAN;65100;LOURDES;Public;43.093527;-0.045544
650788623;HJ PSY INF JUV BEAU SOLEIL LANNEMEZAN;65300;LANNEMEZAN;Public;43.119021;0.412116
650789761;CTRE PLANIF FAM CH TARBES LOURDES;65100;LOURDES;Public;43.099884;-0.045303
660000084;CH PERPIGNAN;66046;PERPIGNAN;Public;42.698530;2.895312
660000167;CH PRADES;66501;PRADES;Public;42.618123;2.423093
660008947;PLATE FORME SAMU SDIS 66;66962;PERPIGNAN;Public;42.701507;2.902811
660009861;CH PERPIGNAN SMUR ANTENNE ERR;66800;ERR;Public;42.441656;2.029715
660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;66020;PERPIGNAN;Public;42.701507;2.902811
660786823;LABORATOIRE DE BIOCHIMIE CH PERPIGNAN;66000;PERPIGNAN;Public;42.730786;2.888978
660786849;LABO CENTRE DEPT TRANSFUSION SANGUINE;66000;PERPIGNAN;Public;42.724361;2.893761
660786856;LABO ANATOMIE PATHOLOGIE CH PERPIGNAN;66000;PERPIGNAN;Public;42.730786;2.888978
670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;67091;STRASBOURG;Public;48.579831;7.761454
670000033;CRLCC PAUL STRAUSS - ICANS;67033;STRASBOURG;ESPIC;48.579831;7.761454
670000041;HOPITAL LA GRAFENBOURG;67171;BRUMATH;Public;48.728347;7.706350
670000157;CENTRE HOSPITALIER DE HAGUENAU;67504;HAGUENAU;Public;48.797395;7.778174
670000165;CH SAINTE-CATHERINE DE SAVERNE;67703;SAVERNE;Public;48.739971;7.369851
670000215;HOPITAL DU NEUENBERG;67340;INGWILLER;ESPIC;48.871844;7.483597
670000272;CH INTERCOMMUNAL DE LA LAUTER;67166;WISSEMBOURG;Public;49.014810;7.953222
670000306;CENTRE HOSPITALIER DÉPARTEMENTAL;67241;BISCHWILLER;Public;48.759145;7.857866
670000348;HOPITAL LOCAL DE MOLSHEIM;67120;MOLSHEIM;Public;48.542608;7.489468
670000371;HOPITAL LOCAL DE ROSHEIM;67560;ROSHEIM;Public;48.494844;7.462844
670000397;CENTRE HOSPITALIER DE SELESTAT;67606;SELESTAT;Public;48.261872;7.433833
670000405;NOUVEL HOPITAL D'OBERNAI;67211;OBERNAI;Public;48.454950;7.488526
670000413;HOPITAL LOCAL D'ERSTEIN;67150;ERSTEIN;Public;48.421943;7.660524
670014042;UGECAM-HDJ DU CTRE READAPTATION COLMAR;67606;SELESTAT;ESPIC;48.263968;7.451766
670017458;CLINIQUE RHENA ASSOCIATION;67000;STRASBOURG;ESPIC;48.571299;7.793722
670017979;HOPITAL CIVIL / IHU;67091;STRASBOURG;Public;48.579831;7.761454
670018779;CRLCC P.STRAUSS SITE HUS-HAUTEPIERRE;67200;STRASBOURG;ESPIC;48.592727;7.707241
670018787;HUS SITE ICANS;67200;STRASBOURG;Public;48.593765;7.709021
670780113;CMCO;67303;SCHILTIGHEIM;Public;48.600852;7.749776
670780188;CLINIQUE SAINTE-BARBE;67083;STRASBOURG;ESPIC;48.581989;7.735351
670780212;CLINIQUE SAINTE-ANNE;67085;STRASBOURG;ESPIC;48.615375;7.785231
670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;67000;STRASBOURG;Public;48.601759;7.791287
670783273;HOPITAL DE HAUTEPIERRE;67200;STRASBOURG;Public;48.592727;7.707241
670790161;HOPITAL DE L'ELSAU;67200;STRASBOURG;Public;48.565274;7.717456
670790179;HUS / CENTRE DE SOINS DENTAIRES;67000;STRASBOURG;Public;48.577253;7.748993
670792985;CENTRE DE PLANIF. DU C.H. DE SAVERNE;67700;SAVERNE;Public;48.747254;7.351332
670793595;CTRE PLANIFICATION FAMIL. CH HAGUENAU;67504;HAGUENAU;Public;48.814549;7.772611
670793629;CTRE PLANIF FAM CH WISSEMBOURG;67166;WISSEMBOURG;Public;49.014810;7.953222
670796846;CENTRE PLANING FAMILIAL CH SELESTAT;67604;SELESTAT;Public;48.263968;7.451766
670797539;CLINIQUE DE LA TOUSSAINT;67081;STRASBOURG;ESPIC;48.587325;7.744956
670798206;HUS/HOP HAUTEPIERRE/CTRE PLANIFICATION;67000;STRASBOURG;Public;48.579831;7.761454
670798636;CLINIQUE SAINT-LUC;67130;SCHIRMECK;ESPIC;48.482795;7.223950
680000031;HOPITAL LOCAL DE SIERENTZ;68510;SIERENTZ;Public;47.651737;7.458544
680000122;HOPITAL DE CERNAY;68700;CERNAY;Public;47.806839;7.172493
680000544;CENTRE HOSPITALIER D'ALTKIRCH;68134;ALTKIRCH;Public;47.624160;7.252446
680000577;CENTRE HOSPITALIER DE PFASTATT;68120;PFASTATT;Public;47.767618;7.301850
680000601;HOPITAL DE THANN;68802;THANN;Public;47.890090;7.226107
680000627;HOPITAL DU HASENRAIN;68051;MULHOUSE;Public;47.733963;7.331128
680000684;HOPITAL LOUIS PASTEUR;68024;COLMAR;Public;48.074822;7.339033
680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;68190;ENSISHEIM;Public;47.868124;7.350524
680000700;CENTRE HOSPITALIER DE GUEBWILLER;68504;GUEBWILLER;Public;47.950821;7.288321
680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;68160;STE MARIE AUX MINES;Public;48.245355;7.175026
680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;68360;SOULTZ HAUT RHIN;Public;47.890171;7.225856
680000783;HOPITAL LOEWEL DE MUNSTER;68140;MUNSTER;Public;48.043455;7.131390
680000833;HOPITAL DE RIBEAUVILLE;68152;RIBEAUVILLE;Public;48.194391;7.320664
680000882;CLINIQUE DU DIACONAT COLMAR;68025;COLMAR;ESPIC;48.065534;7.346925
680001195;HOPITAL ALBERT SCHWEITZER;68003;COLMAR;ESPIC;48.063449;7.364681
680001245;CENTRE MEDICAL LE PARC;68020;COLMAR;Public;48.081779;7.352569
680004546;HOPITAL EMILE MULLER;68051;MULHOUSE;Public;47.725070;7.342289
680004553;MAISON MEDICALE POUR PERSONNES AGEES;68051;MULHOUSE;Public;47.726978;7.344003
680004579;CENTRE POUR PERSONNES AGEES;68025;COLMAR;Public;48.084741;7.334936
680006178;CENTRE THERAPEUTIQUE DE JOUR;68000;COLMAR;Public;48.075157;7.330450
680006228;HOP JOUR MULHOUSE 68 G07 GHRMSA;68100;MULHOUSE;Public;47.745243;7.330214
680006269;HOP JOUR MULHOUSE 68 I03 GHRMSA;68100;MULHOUSE;Public;47.737703;7.350934
680006319;HOP JOUR MULHOUSE 68 I03 GHRMSA;68100;MULHOUSE;Public;47.737628;7.337297
680013232;HOP JOUR MULHOUSE 68 G06 GHRMSA;68100;MULHOUSE;Public;47.738172;7.342079
680020039;HOP JOUR COLMAR 68 I01 HC COLMAR;68024;COLMAR;Public;48.081779;7.352569
680020096;POLE PUBLIC SAINT-LOUIS - GHRMSA;68300;ST LOUIS;Public;47.582273;7.551973
680020427;CENTRE DEPART. DE REPOS ET DE SOINS;68020;COLMAR;Public;48.081779;7.352569
690000013;CH MONTGELAS;69700;GIVORS;Public;45.599445;4.765751
690000021;CH DE SAINTE FOY LES LYON;69110;STE FOY LES LYON;Public;45.731452;4.794067
690000039;CH DES MONTS DU LYONNAIS - SYMPHORIEN;69590;ST SYMPHORIEN SUR COISE;Public;45.634275;4.458821
690000047;CH DE CONDRIEU GABRIEL MONTCHARMONT;69420;CONDRIEU;Public;45.459693;4.761220
690000054;CH DE NEUVILLE SUR SAONE;69250;NEUVILLE SUR SAONE;Public;45.867651;4.846883
690000062;CH DES MONTS DU LYONNAIS - CHAMOUSSET;69930;ST LAURENT DE CHAMOUSSET;Public;45.740473;4.467108
690000245;HOPITAL DE FOURVIERE;69005;LYON;ESPIC;45.760906;4.820391
690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;69322;LYON;ESPIC;45.758000;4.835000
690000575;CH NORD OUEST - VILLEFRANCHE;69400;GLEIZE;Public;46.002904;4.706113
690000583;CH DE BELLEVILLE;69824;BELLEVILLE;Public;46.909703;-0.859693
690000591;CH DE BEAUJEU;69430;BEAUJEU;Public;46.152766;4.589264
690000625;HNO DE TARARE;69170;TARARE;Public;45.889944;4.437122
690000633;CH DE THIZY;69240;THIZY LES BOURGS;Public;46.028996;4.312768
690000773;CH DU MONT D'OR;69250;ALBIGNY SUR SAONE;Public;45.859444;4.833358
690000880;CENTRE LEON BERARD;69373;LYON;ESPIC;45.741229;4.877757
690007539;HOPITAL FEMME MERE ENFANT - HCL;69677;BRON;Public;45.735480;4.911201
690019849;IHOP - HCL;69008;LYON;Public;45.740452;4.877211
690023072;PHARMACIE CENTRALE - HCL;69230;ST GENIS LAVAL;Public;45.699040;4.805550
690029194;HOSPICES CIVILS DE LYON - SIEGE;69002;LYON;Public;45.760912;4.831493
690034376;HCL - SITE CENTRE LEON BERARD;69373;LYON;Public;45.758000;4.835000
690037247;STERILISATION CENTRALE DISP MED - HCL;69800;ST PRIEST;Public;45.680582;4.965277
690041108;ANTENNE SMUR BRON - HCL;69500;BRON;Public;45.729295;4.935209
690041132;MEDIPOLE HOPITAL MUTUALISTE;69100;VILLEURBANNE;ESPIC;45.760670;4.907391
690042387;EML TEP CERMEP - HCL;69677;BRON;Public;45.735480;4.911201
690044649;CLC - SITE CH NORD-OUEST VILLEFRANCHE;69400;GLEIZE;ESPIC;46.002904;4.706113
690051677;MAISON SAINT MARTIN;69002;LYON;ESPIC;45.752811;4.827526
690052212;HNO TAG CSG - EHPAD LA CLAIRIERE;69170;TARARE;Public;45.891677;4.440411
690054721;HOPITAL LES PORTES DU SUD;69200;VENISSIEUX;ESPIC;45.688673;4.865492
690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;69210;L ARBRESLE;ESPIC;45.841280;4.615923
690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;69694;VENISSIEUX;ESPIC;45.707095;4.881379
690783154;HOPITAL EDOUARD HERRIOT - HCL;69437;LYON;Public;45.758000;4.835000
690784137;HOPITAL LYON SUD - HCL;69310;OULLINS PIERRE BENITE;Public;45.703482;4.805235
690784152;HOPITAL CROIX-ROUSSE - HCL;69317;LYON;Public;45.758000;4.835000
690784178;HOPITAL PIERRE WERTHEIMER - HCL;69677;BRON;Public;45.735480;4.911201
690784186;HOPITAL LOUIS PRADEL - HCL;69677;BRON;Public;45.735480;4.911201
690784194;HOPITAL DES CHARPENNES - HCL;69603;VILLEURBANNE;Public;45.768975;4.890035
690784202;HOPITAL HENRY GABRIELLE - HCL;69230;ST GENIS LAVAL;Public;45.689788;4.792738
690787429;HOPITAL DR FREDERIC DUGOUJON - HCL;69300;CALUIRE ET CUIRE;Public;45.786691;4.838089
690787478;HOPITAL PIERRE GARRAUD - HCL;69322;LYON;Public;45.758000;4.835000
690787494;SERVICE DE TRAITEMENTS DENTAIRES - HCL;69007;LYON;Public;45.751029;4.839093
690799416;SERVICE DE MEDECINE PENITENTIAIRE -HCL;69310;OULLINS PIERRE BENITE;Public;45.703482;4.805235
690805361;CH ST JOSEPH ST LUC;69365;LYON;ESPIC;45.758000;4.835000
700000011;GH HAUTE SAONE SITE GRAY;70104;GRAY;Public;47.440426;5.599432
700000029;GH HAUTE SAONE SITE VESOUL;70014;VESOUL;Public;47.628692;6.157979
700780059;GH HAUTE SAONE SITE LUXEUIL;70306;LUXEUIL LES BAINS;Public;47.817813;6.374503
700780208;GH HAUTE SAONE SITE LURE;70204;LURE;Public;47.684098;6.497007
710002668;HOPITAL DE JOUR ADULTES;71600;PARAY LE MONIAL;Public;46.464829;4.108980
710010067;CH DU PAYS CHAROLAIS BRIONNAIS;71604;PARAY LE MONIAL;Public;46.450662;4.113602
710010786;CH AUTUN SITE PARPAS;71400;AUTUN;Public;46.951892;4.292246
710011560;CENTRE MEDICO PSYCHOLOGIQUE ADULTES;71000;MACON;Public;46.318817;4.835242
710016031;HOPITAL DE JOUR ADDICTOLOGIE;71000;MACON;Public;46.307268;4.825077
710780297;ETAB SOINS SUITE READAP CHAILLY GUERET;71000;MACON;Public;46.313899;4.826103
710781154;HOTEL DIEU DU CREUSOT;71200;LE CREUSOT;ESPIC;46.797686;4.452268
710973363;CENTRE MEDICO SOCIAL;71140;BOURBON LANCY;Public;46.618846;3.766361
710973371;CENTRE MEDICO-SOCIAL;71130;GUEUGNON;Public;46.593734;4.069452
710973918;CTRE ACCUEIL THERAPEUTIQUE PARTIEL;71600;PARAY LE MONIAL;Public;46.452919;4.122017
710977323;HOSPIT DE JOUR CH LES CHANAUX MACON;71000;MACON;Public;46.318817;4.835242
710977331;APPARTEMENTS THÉRAPEUTIQUES CH MACON;71000;MACON;Public;46.308526;4.831407
710977653;CENTRE MEDICO PSYCHOLOGIQUE ADULTES;71600;PARAY LE MONIAL;Public;46.464829;4.108980
710978107;HOPITAL LOCAL CHAGNY;71150;CHAGNY;Public;46.910176;4.750607
710978123;CH PAYS CHAROLAIS BRIONNAIS LA CLAYETT;71800;LA CLAYETTE;Public;46.289163;4.304942
710978131;CENTRE HOSPITALIER DU CLUNISOIS;71250;CLUNY;Public;46.520363;4.594396
710978156;CENTRE HOSPITALIER  BRESSE LOUHANNAISE;71500;LOUHANS;Public;46.624183;5.230205
710978180;CENTRE HOSPITALIER BELNAY;71700;TOURNUS;Public;46.568042;4.893248
710978198;CH DU CLUNISOIS SITE STEPHANIE CORSIN;71520;TRAMAYES;Public;46.305068;4.600905
710978206;CENTRE HOSPITALIER DE LA GUICHE;71220;LA GUICHE;Public;46.528322;4.432692
710978214;CENTRE HOSPITALIER LES MARRONNIERS;71320;TOULON SUR ARROUX;Public;46.691255;4.137160
710978248;CH AUTUN SITE LATOUCHE;71400;AUTUN;Public;46.952139;4.302631
710978255;CH ALIGRE BOURBON LANCY;71140;BOURBON LANCY;Public;46.618846;3.766361
710978263;CH WILLIAM MOREY CHALON SUR SAONE;71321;CHALON SUR SAONE;Public;46.776723;4.841121
710978271;CH PAYS CHAROLAIS BRIONNAIS  CHAROLLES;71120;CHAROLLES;Public;46.432857;4.279493
710978289;CH LES CHANAUX MACON;71000;MACON;Public;46.315992;4.814786
710978313;CENTRE HOSPITALIER DE MONTCEAU;71307;MONTCEAU LES MINES;Public;46.649715;4.333932
710978347;HOTEL DIEU DU CREUSOT;71206;LE CREUSOT;ESPIC;46.802964;4.447538
720000033;CENTRE HOSPITALIER DU MANS;72037;LE MANS;Public;48.015414;0.177742
720000124;CENTRE HOSPITALIER MONTVAL SUR LOIR;72500;MONTVAL SUR LOIR;Public;47.691339;0.420283
720000314;CH FRANÇOIS DE DAILLON;72800;LE LUDE;Public;47.649546;0.154975
720000389;CENTRE MEDICAL GEORGES COULON;72150;LE GRAND LUCE;ESPIC;47.864502;0.465291
720000470;CENTRE HOSPITALIER MAMERS;72600;MAMERS;Public;48.360156;0.358426
720000520;CENTRE HOSPITALIER ST CALAIS;72120;ST CALAIS;Public;47.918663;0.742881
720000819;CH PHGNS SSR BONNETABLE;72110;BONNETABLE;Public;48.183981;0.423569
720001437;CH PAUL CHAPRON;72401;LA FERTE BERNARD;Public;48.180121;0.639660
720001569;CH PHGNS SSR SILLE LE GUILLAUME;72140;SILLE LE GUILLAUME;Public;48.185237;-0.124517
720016179;POLE SANTE SARTHE ET LOIR;72200;LE BAILLEUL;Public;47.750643;-0.158527
720022961;EML CH LE MANS - SITE CCS;72000;LE MANS;Public;48.015229;0.181583
720023068;CH LE MANS - SITE CCS;72000;LE MANS;Public;48.015229;0.181583
730000031;CHMS - SITE CHAMBERY MCO;73011;CHAMBERY;Public;45.583223;5.909299
730000049;CH DE MOUTIERS;73604;MOUTIERS TARENTAISE;Public;45.370986;4.488311
730000080;CH DE SAINT JEAN DE MAURIENNE;73302;ST JEAN DE MAURIENNE;Public;45.270150;6.363884
730000098;CHMS - SITE AIX GRAND PORT;73105;AIX LES BAINS;Public;45.689857;5.909660
730000247;CH DE BOURG ST MAURICE;73704;BOURG ST MAURICE;Public;45.811993;5.139342
730000262;CH D'ALBERTVILLE;73208;ALBERTVILLE;Public;45.437280;7.013014
730000270;CH MICHEL DUBETTIER;73250;ST PIERRE D ALBIGNY;Public;45.568535;6.154456
730000288;CH DE MODANE;73500;MODANE;Public;45.202611;6.664669
730010477;ANTENNE SMUR MODANE;73500;MODANE;Public;45.201001;6.666362
730012176;ANTENNE SMUR COURCHEVEL;73120;COURCHEVEL;Public;45.400956;6.636311
730012440;ANTENNE SMUR MOUTIERS;73604;MOUTIERS TARENTAISE;Public;45.370986;4.488311
730783552;CHMS - SITE CHAMBERY HOTEL DIEU;73011;CHAMBERY;Public;45.583223;5.909299
730783644;CHMS - SITE AIX REINE HORTENSE;73100;AIX LES BAINS;Public;45.689773;5.917216
730790391;CENTRE DE PLANIFICATION;73100;AIX LES BAINS;Public;45.696519;5.903974
740000062;CTRE MEDICAL MARTEL DE JANVILLE;74136;BONNEVILLE;ESPIC;46.076863;6.408097
740000237;CH ANNECY-GENEVOIS SITE ANNECY;74370;EPAGNY METZ TESSY;Public;45.942301;6.094273
740000278;CH ANDREVETAN;74805;LA ROCHE SUR FORON;Public;46.066924;6.311777
740000286;CH DUFRESNE SOMMEILLER;74250;LA TOUR;Public;46.132499;6.410228
740000294;HOPITAL GABRIEL DEPLANTE;74151;RUMILLY;Public;45.864638;5.936755
740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;74164;ST JULIEN EN GENEVOIS CEDE;Public;46.138878;6.081754
740000328;HOPITAUX DU LEMAN;74203;THONON LES BAINS;Public;46.359391;6.480183
740011481;ESIS SEYNOD;74600;ANNECY;Public;45.891787;6.106873
740013412;UNITE D'HOSPIT PSYCHIATRIQUE ADULTE;74370;EPAGNY METZ TESSY;Public;45.940060;6.127163
740014113;HJ ADULTE LES REGAINS;74600;ANNECY;Public;45.885633;6.104134
740014121;HJ ENFANTS LE SEXTANT;74013;ANNECY;Public;45.901584;6.125296
740015581;ANTENNE SMUR MEYTHET;74960;ANNECY;Public;45.919067;6.097049
740781141;CH ALPES LEMAN;74130;CONTAMINE SUR ARVE;Public;46.147183;6.320053
740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;74400;CHAMONIX MONT BLANC;Public;45.914443;6.861955
740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;74700;SALLANCHES;Public;45.935557;6.640902
740783246;ACTIVITE AMBULATOIRE HORS CMPI;74370;ANNECY;Public;45.901584;6.125296
740789185;CENTRE DE PLANIFICATION;74374;PRINGY;Public;48.523396;2.556399
740789193;CENTRE DE PLANIFICATION;74200;THONON LES BAINS;Public;46.360712;6.478036
740789201;CENTRE DE PLANIFICATION;74130;CONTAMINE SUR ARVE;Public;46.147183;6.320053
750000341;AGEPS APHP DE PARIS;75005;PARIS;Public;48.839307;2.355307
750000481;CHNO DES QUINZE VINGTS PARIS;75571;PARIS;Public;48.850335;2.372021
750000499;CH SAINTE ANNE;75674;PARIS;Public;48.868001;2.335901
750000523;GH PARIS SITE SAINT JOSEPH;75674;PARIS;ESPIC;48.859000;2.347000
750000549;HOPITAL FONDATION A DE ROTHSCHILD;75019;PARIS;ESPIC;48.878297;2.378089
750003931;CENTRE DE CRISE ADULTE GARANCIERE;75006;PARIS;Public;48.849541;2.336013
750005449;HDJ CMP ENFANTS PICOT;75116;PARIS;Public;48.859000;2.347000
750005779;CHS ADULTE COLONEL BONNET;75016;PARIS;Public;48.855321;2.278299
750005928;HDJ CMP ADULTES SAMPAIX;75010;PARIS;Public;48.872472;2.360914
750005969;HDJ CMP LA TOUR D AUVERGNE;75009;PARIS;Public;48.879079;2.344128
750006249;HDJ CMP ADULTES ARMAILLE MARMOTAN;75017;PARIS;Public;48.878113;2.291379
750006298;HDJ CMP ADULTES BUCAREST;75008;PARIS;Public;48.880642;2.326315
750006348;HDJ CMP ADULTES VARENNE;75007;PARIS;Public;48.854119;2.323114
750006389;HDJ CMP ENFANTS COMPOINT;75017;PARIS;Public;48.891689;2.324774
750007999;HDJ ET HAD HAXO;75020;PARIS;ESPIC;48.874740;2.402959
750015109;GHU PARIS SITE AVRON;75020;PARIS;Public;48.853292;2.408915
750023749;CH MAISON BLANCHE HAUTEVILLE;75010;PARIS;Public;48.872517;2.350235
750024069;HDJ ADULTES FALGUIERE;75015;PARIS;Public;48.840738;2.312153
750027369;CH BICHAT MAISON BLANCHE-CTRE CHRONOS;75018;PARIS;Public;48.898279;2.329505
750039059;CHS LA SANTE;75014;PARIS;Public;48.828179;2.341517
750041543;GHU APHP NUP SITE BRETONNEAU;75885;PARIS;Public;48.859000;2.347000
750047771;GHU PARIS SITE LASALLE;75019;PARIS;Public;48.874191;2.380514
750049579;HDJ QUAI LA RAPEE;75012;PARIS;Public;48.843379;2.371170
750050528;HDJ  TAILLANDIERS;75011;PARIS;Public;48.854097;2.375260
750055287;AURA PARIS PLAISANCE;75014;PARIS;ESPIC;48.829796;2.310073
750058463;UNITE HOSPI ST ANNE SITE HENRY EY;75013;PARIS;Public;48.818641;2.365585
750058471;GHU PARIS SITE HENRY EY;75013;PARIS;Public;48.818641;2.365585
750075475;HDJ UNITE SOINS AMBULATOIRES INTENSIFS;75003;PARIS;Public;48.862445;2.353216
750076598;INSTITUT DES VARICES PARIS ST-JOSEPH;75015;PARIS;ESPIC;48.832264;2.307857
750100018;GHU APHP CUP SITE HOTEL DIEU;75181;PARIS;Public;48.859000;2.347000
750100026;HOPITAL COCHIN TARNIER APHP;75006;PARIS;Public;48.841802;2.335490
750100042;GHU APHP NUP SITE LARIBOISIERE;75475;PARIS;Public;48.859000;2.347000
750100067;GHU APHP NUP SITE FERNAND WIDAL;75010;PARIS;Public;48.877019;2.356067
750100075;GHU APHP NUP SITE SAINT LOUIS;75475;PARIS;Public;48.859000;2.347000
750100083;GHU APHP SUN SITE ROTHSCHILD;75571;PARIS;Public;48.859000;2.347000
750100091;GHU APHP SUN SITE ST ANTOINE;75571;PARIS;Public;48.859000;2.347000
750100109;GHU APHP SUN SITE TROUSSEAU;75571;PARIS;Public;48.859000;2.347000
750100125;GHU APHP SUN SITE PITIE SALPETRIERE;75651;PARIS;Public;48.859000;2.347000
750100166;GHU APHP CUP SITE COCHIN PORT ROYAL;75679;PARIS;Public;48.859000;2.347000
750100182;GPE HOSP COCHIN SAINT VINCENT DE PAUL;75014;PARIS;Public;48.836795;2.334516
750100208;GHU CUP SITE NECKER ENFANTS MALADES;75743;PARIS;Public;48.859000;2.347000
750100216;GHU APHP CUP SITE VAUGIRARD;75015;PARIS;Public;48.834442;2.294653
750100232;GHU APHP NUP SITE BICHAT C BERNARD;75877;PARIS;Public;48.859000;2.347000
750100273;GHU APHP SUN SITE TENON;75970;PARIS;Public;48.859000;2.347000
750100299;GHU APHP UPS SITE SAINTE PERINE;75016;PARIS;Public;48.845069;2.266908
750150013;HOPITAL PIERRE ROUQUES LES BLUETS;75571;PARIS;ESPIC;48.842940;2.406308
750150104;INSTITUT MÉDICO-CHIRURGICAL MONTSOURIS;75674;PARIS;ESPIC;48.859000;2.347000
750150146;HOPITAL LEOPOLD BELLAN;75014;PARIS;ESPIC;48.829796;2.310073
750150187;MAISON MEDICALE JEANNE GARNIER;75015;PARIS;ESPIC;48.846643;2.289830
750150237;HOPITAL CROIX SAINT SIMON;75020;PARIS;ESPIC;48.853235;2.408594
750150252;CLINIQUE FSEF PARIS 16;75016;PARIS;ESPIC;48.846678;2.265376
750150260;HOPITAL DES DIACONESSES;75571;PARIS;ESPIC;48.844626;2.392103
750150286;HOPITAL JEAN JAURES;75019;PARIS;ESPIC;48.887104;2.393619
750150377;HOPITAL HENRY DUNANT;75016;PARIS;ESPIC;48.840329;2.258314
750160012;CLCC  INSTITUT CURIE;75248;PARIS;ESPIC;48.859000;2.347000
750801326;HDJ ENFANTS GRENELLE;75007;PARIS;Public;48.858069;2.308990
750801441;GHU APHP CUP SITE BROCA;75013;PARIS;Public;48.834786;2.347802
750801524;CLINIQUE DENTAIRE JEAN DELIBERO APHP;75009;PARIS;Public;48.879722;2.340912
750802845;CLINIQUE DENTAIRE GARANCIERE APHP;75006;PARIS;Public;48.857778;2.332963
750803447;GHU APHP CUP SITE G POMPIDOU HEGP;75908;PARIS;Public;48.859000;2.347000
750803454;GHU APHP NUP SITE ROBERT DEBRE;75019;PARIS;Public;48.878641;2.402571
750806226;HOSPITALISATION A DOMICILE APHP PARIS;75005;PARIS;Public;48.838008;2.352449
750809576;CLINIQUE DENTAIRE STE PERINE APHP;75016;PARIS;Public;48.845563;2.268033
750813610;HDJ MONTPARNASSE;75015;PARIS;Public;48.844837;2.320384
750813628;HDJ ADULTES RIDDER;75014;PARIS;Public;48.831127;2.311824
750814881;HDJ CMP CATTP JEAN DOLLFUS;75018;PARIS;Public;48.896694;2.333479
750824849;HDJ POUCHET ET EQUIPE MOBILE;75017;PARIS;Public;48.892965;2.319724
750830564;HDJ VIALA  LAMARTINE TISSERAND;75014;PARIS;Public;48.826968;2.307768
750830978;FPC CENTRE POST CURE EUGENE MILLON;75015;PARIS;Public;48.838164;2.293806
760000018;CH DIEPPE;76202;DIEPPE;Public;49.918627;1.078656
760000026;CH SAINT VALERY EN CAUX;76460;ST VALERY EN CAUX;Public;49.866452;0.706878
760000034;CH GOURNAY EN BRAY;76220;GOURNAY EN BRAY;Public;49.478329;1.724008
760000042;CH EU;76260;EU;Public;50.050833;1.421659
760000059;CH NEUFCHATEL-EN-BRAY;76270;NEUFCHATEL EN BRAY;Public;49.729927;1.450664
760000133;CH HOPITAL PASTEUR VALLERY RADOT;76360;BARENTIN;Public;49.542513;0.954340
760000141;HOPITAL SAINT JULIEN CHU ROUEN;76141;LE PETIT QUEVILLY;Public;49.422225;1.059571
760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;76000;ROUEN;Public;49.441007;1.107289
760000166;CLCC H BECQUEREL;76038;ROUEN;ESPIC;49.440044;1.093912
760000174;CH YVETOT;76190;YVETOT;Public;49.619880;0.745195
760000182;CH DU BELVEDERE;76131;MONT ST AIGNAN;Public;49.459007;1.081687
